@RELATION capsense
@ATTRIBUTE mean_accel_1 NUMERIC
@ATTRIBUTE mean_accel_2 NUMERIC
@ATTRIBUTE mean_accel_3 NUMERIC
@ATTRIBUTE var_accel_1 NUMERIC
@ATTRIBUTE var_accel_2 NUMERIC
@ATTRIBUTE var_accel_3 NUMERIC
@ATTRIBUTE class {class1,class2,class3,class4,class5,class6,class7,class8,class9}

@DATA
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,150.950000,0.000000,0.000000,0.047500,class0
145.000000,129.000000,150.890000,0.000000,0.000000,0.097900,class0
145.000000,129.000000,150.940000,0.000000,0.000000,0.056400,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
145.000000,129.000000,150.890000,0.000000,0.000000,0.097900,class0
145.000000,129.000000,150.890000,0.000000,0.000000,0.097900,class0
145.000000,129.000000,151.000000,0.000000,0.000000,0.000000,class0
147.540000,127.850000,152.870000,11.628400,8.927500,18.353100,class0
144.810000,123.950000,149.420000,34.253900,35.107500,59.503600,class0
140.640000,121.920000,147.330000,2.770400,21.813600,27.501100,class0
138.880000,120.850000,150.450000,20.445600,7.207500,7.167500,class0
143.550000,118.840000,144.860000,148.287500,22.914400,58.180400,class0
147.340000,125.680000,144.620000,136.984400,86.577600,59.715600,class0
144.800000,135.180000,149.540000,47.480000,25.167600,19.988400,class0
146.330000,138.970000,147.590000,6.001100,6.149100,17.121900,class0
151.430000,139.370000,135.770000,32.345100,4.153100,163.897100,class0
156.540000,137.860000,118.270000,7.788400,2.040400,109.377100,class0
156.660000,137.390000,110.490000,1.624400,0.277900,3.669900,class0
156.690000,137.720000,111.150000,0.613900,0.241600,6.227500,class0
155.600000,137.700000,109.130000,2.560000,0.210000,12.953100,class0
155.210000,137.580000,108.760000,1.705900,0.243600,8.902400,class0
156.350000,137.740000,111.170000,0.547500,0.332400,1.121100,class0
156.300000,137.880000,110.220000,0.230000,0.245600,1.351600,class0
156.130000,137.880000,109.730000,0.113100,0.105600,0.777100,class0
156.600000,137.380000,110.020000,0.240000,0.235600,0.219600,class0
156.850000,137.040000,110.520000,0.167500,0.038400,0.249600,class0
156.870000,137.100000,111.040000,0.193100,0.090000,0.298400,class0
157.320000,136.930000,111.690000,0.297600,0.185100,0.573900,class0
157.870000,136.360000,112.540000,0.333100,0.250400,0.408400,class0
158.120000,135.930000,113.040000,0.105600,0.065100,0.258400,class0
158.410000,135.690000,113.630000,0.381900,0.293900,3.033100,class0
159.260000,133.980000,118.330000,0.672400,2.779600,21.461100,class0
160.070000,132.350000,121.700000,0.645100,0.367500,4.190000,class0
160.310000,132.480000,121.310000,0.593900,0.269600,8.993900,class0
159.290000,132.860000,127.790000,1.525900,0.140400,44.265900,class0
157.720000,132.460000,134.680000,1.041600,0.528400,1.917600,class0
158.340000,131.890000,132.950000,2.024400,0.297900,8.667500,class0
159.610000,131.070000,130.250000,0.457900,1.065100,2.887500,class0
158.110000,128.370000,133.160000,5.117900,5.273100,11.954400,class0
153.800000,128.090000,140.350000,11.520000,8.441900,22.027500,class0
150.390000,131.360000,145.490000,2.117900,7.230400,4.209900,class0
149.860000,133.290000,146.240000,0.140400,0.205900,0.182400,class0
150.000000,133.590000,146.010000,0.000000,0.241900,0.009900,class0
150.440000,133.090000,145.370000,0.586400,0.501900,0.853100,class0
151.260000,133.680000,144.490000,0.872400,1.437600,1.149900,class0
152.030000,134.890000,143.650000,0.629100,0.117900,1.067500,class0
152.480000,135.000000,143.020000,0.269600,0.000000,0.019600,class0
152.140000,135.000000,143.140000,0.380400,0.000000,0.120400,class0
151.490000,135.000000,143.580000,0.249900,0.000000,0.243600,class0
152.250000,134.240000,143.020000,2.647500,0.862400,1.599600,class0
153.530000,132.690000,141.860000,2.009100,1.193900,2.520400,class0
154.080000,131.690000,141.480000,0.593600,0.453900,1.749600,class0
154.440000,131.740000,141.690000,0.246400,0.192400,0.213900,class0
154.840000,133.020000,142.870000,0.834400,5.239600,2.413100,class0
148.590000,131.480000,145.460000,51.021900,47.429600,4.928400,class0
142.510000,125.220000,148.960000,15.629900,65.271600,14.818400,class0
143.220000,124.810000,150.890000,9.611600,26.133900,11.397900,class0
144.220000,128.050000,150.800000,2.031600,0.407500,0.400000,class0
144.720000,128.000000,150.400000,0.201600,0.000000,0.240000,class0
144.970000,128.000000,150.110000,0.529100,0.000000,0.097900,class0
145.660000,128.000000,150.000000,0.224400,0.000000,0.000000,class0
145.980000,127.890000,149.510000,2.939600,0.097900,1.449900,class0
147.070000,127.890000,148.510000,3.705100,0.097900,1.469900,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
148.000000,128.000000,148.000000,0.000000,0.000000,0.000000,class0
